NAME,DP05_0001E,DP02_0016E,DP02_0112E,DP03_0025E,Median Household Income,DP03_0119PE
"Linn CDP, Texas",657,4.04,465,28.3,40357,11.6
"Tilden CDP, Texas",275,3.17,84,N,72500,0
"China Spring CDP, Texas",1183,3.54,20,24.2,49402,9.2
"Wildwood CDP, Texas",1117,2.68,29,38.6,62292,20
"Chula Vista CDP (Zavala County), Texas",899,4.58,531,N,-,39.7
"Amaya CDP, Texas",39,2.6,28,N,-,0
"Loma Grande CDP, Texas",77,9.67,60,N,-,0
"Kemp city, Texas",1103,3.27,94,32.4,37232,14.8
"Warren CDP, Texas",535,3.33,21,48.2,69716,0
"Thunderbird Bay CDP, Texas",448,2.31,0,29.5,30735,11.6
"Horseshoe Bend CDP, Texas",781,3.22,0,29,39464,9
"Western Lake CDP, Texas",867,3,304,31.5,44844,19.7
"Ramireno CDP, Texas",57,6.33,57,N,-,0
"Las Palmas CDP, Texas",21,-,0,-,-,-
"Los Lobos CDP, Texas",0,-,0,-,-,-
"Palo Pinto CDP, Texas",202,2.67,51,18.9,36250,0
"Garden City CDP, Texas",388,3.5,171,25.8,63977,7.3
"Holly Lake Ranch CDP, Texas",2841,2.52,112,37.4,55417,1.5
"Tivoli CDP, Texas",631,3.48,197,25.9,42986,36
"Perrin CDP, Texas",314,2.31,0,39.9,39545,0
"Spring Gardens CDP, Texas",579,3.53,455,31.3,64464,4.9
"Tierra Verde CDP, Texas",435,3.87,354,21,66481,23
"Banquete CDP, Texas",486,2.89,283,26,34667,16.3
"Lake Bryan CDP, Texas",2293,3.9,808,29.2,62300,17.6
"Glidden CDP, Texas",791,5.07,357,36.9,65081,0
"Guadalupe Guerra CDP, Texas",11,5.5,11,N,-,0
"Jacksonville city, Texas",14791,3.44,4350,21.8,37580,24.5
"Rusk city, Texas",5543,3.14,634,21.9,47310,11.9
"Troup city, Texas",1782,3.81,217,24.4,30875,17.8
"Horseshoe Bay city, Texas",3387,2.23,223,26.3,90556,4.9
"Bedias city, Texas",352,3.07,72,33.6,42292,9.3
"Talty town, Texas",1861,3.38,143,37.2,120536,3
"Union Valley city, Texas",367,3,18,34.4,76607,1.8
"Lindsay city, Texas",1195,2.98,65,21.2,105000,0.6
"Spearman city, Texas",3248,3.17,1239,14.8,32697,19.2
"Crandall city, Texas",3372,3.22,169,34.8,74057,2.1
"Bevil Oaks city, Texas",1411,3.03,87,23.6,76250,1.9
"Booker town, Texas",1359,3.09,532,18.5,67625,10.9
"Concepcion CDP, Texas",55,4.8,10,-,-,0
"Skidmore CDP, Texas",1181,3.72,499,32,36193,17.1
"Aledo city, Texas",3454,3.64,137,28.2,102917,2.9
"Cool city, Texas",243,3.19,19,31,45750,10.9
"Weatherford city, Texas",28817,3.21,2758,25.4,60739,8.6
"La Grange city, Texas",4652,3.36,1199,15.4,52500,5.9
"West city, Texas",2838,3.02,155,20.9,40139,9.4
"Todd Mission city, Texas",49,2.35,5,64,39167,0
"Boerne city, Texas",13834,3.47,1736,31.7,63949,4.2
"Bynum town, Texas",260,4.18,4,25,51875,7
"Franklin city, Texas",2213,3.45,159,17.4,37993,13.6
"Windom town, Texas",183,2.72,2,26.8,33750,20.4
"Coffee City town, Texas",260,2.79,8,33.6,41250,0
"Trinidad city, Texas",894,3.06,29,26.3,29091,25.3
"Kingsbury CDP, Texas",683,3.09,16,34.1,43239,10.1
"New Berlin city, Texas",554,3.14,28,36.2,79219,0
"Indian Hills CDP, Texas",2676,5.18,2356,34.5,24417,54.1
"Paint Rock town, Texas",361,5.37,0,21.6,50313,16.7
"Clarendon city, Texas",1971,3.6,122,19.2,41319,18.4
"Putnam town, Texas",93,3.28,0,N,-,0
"Guerra CDP, Texas",0,-,0,-,-,-
"Ingram city, Texas",2086,3.59,258,22.5,49152,11.7
"Moore CDP, Texas",447,3.8,404,26.3,-,31.8
"Milam CDP, Texas",1735,2.91,8,17,32543,18.3
"Happy town, Texas",627,2.79,39,26.4,35000,17.3
"Buffalo Gap town, Texas",451,3.33,113,18.4,45446,2.8
"Potosi CDP, Texas",3107,3.16,190,22.1,87143,2.5
"Alto town, Texas",1261,3.26,411,12.7,23977,41.6
"Ranger city, Texas",3220,4.91,274,17.1,30254,12.6
"Comfort CDP, Texas",3590,4.73,1221,21.5,81058,10
"Forney city, Texas",17793,3.68,2224,35.2,80160,4.6
"Oak Ridge town (Kaufman County), Texas",543,3.62,27,38.2,76250,5.9
"Rosser village, Texas",278,3.48,33,39.6,36875,25
"China city, Texas",959,2.93,29,24,49125,5.7
"Lopeño CDP, Texas",146,4.84,81,N,-,0
"Cut and Shoot city, Texas",1551,3.8,95,34.6,64762,9.6
"Encantada-Ranchito-El Calaboz CDP, Texas",1486,3.68,1270,20.3,22824,38.9
"Salineño CDP, Texas",133,5.33,125,N,-,23.8
"Hermleigh CDP, Texas",480,3.17,138,26,66979,1.4
"Alvarado city, Texas",3913,3.46,502,30.4,47188,13.4
"Burleson city, Texas",43296,3.24,2537,30,74341,4.3
"Eidson Road CDP, Texas",9680,4.28,8819,21.8,35710,23
"El Indio CDP, Texas",122,4.08,93,N,-,44
"Kerens city, Texas",1838,3.02,79,25.5,36406,23.3
"Snyder city, Texas",11543,3.4,2856,15.5,51588,7.7
"Crowley city, Texas",14866,3.44,1086,32.2,66897,8.6
"Joshua city, Texas",6800,3.21,765,31.9,58555,7.1
"Robert Lee city, Texas",1045,2.51,141,13.7,44559,20
"Bay City city, Texas",17487,3.44,4986,20.3,45482,21
"Mildred town, Texas",413,3.75,24,26.4,63482,10.4
"Clarksville city, Texas",3223,3.16,212,23.1,31205,17.8
"Detroit town, Texas",781,3.2,0,19.1,28750,17.4
"Heath city, Texas",8153,3.14,661,34.2,153253,2.2
"Albany city, Texas",1875,3.1,119,16.2,43688,12.8
"Barstow city, Texas",570,4.68,415,22.6,40909,18.7
"Nazareth city, Texas",302,3.77,5,22,60625,0
"Milford town, Texas",717,3.51,57,27.1,41667,10.5
"Balmorhea city, Texas",653,4.16,387,20.7,44722,1.4
"Texhoma city, Texas",341,2.6,46,17.7,53281,5.7
"Trinity city, Texas",2741,3.08,579,22.7,21733,33.2
"Burkburnett city, Texas",11100,3.04,298,18.5,50112,11.6
"Portland city, Texas",16618,3.31,3875,22.3,62141,4.4
"Lincoln Park town, Texas",145,2.33,15,52.4,38500,6.5
"Gladewater city, Texas",6381,3.11,211,30.5,38134,26.2
"Warren City city, Texas",312,3.21,11,23,61875,10.3
"La Paloma-Lost Creek CDP, Texas",600,4.73,294,26,53125,10.3
"Sandy Hollow-Escondidas CDP, Texas",388,3.25,69,28.7,49628,0
"Arroyo Colorado Estates CDP, Texas",486,3.68,358,N,-,34.8
"Bixby CDP, Texas",608,4.82,255,N,27458,55.9
"Lasana CDP, Texas",121,3.78,72,N,63000,0
"Diboll city, Texas",5325,3.39,1898,24.6,39009,24.1
"Highland Village city, Texas",16168,3.26,1692,33.1,141786,1.7
"Justin city, Texas",3529,3.26,229,31.6,85333,3.7
"Krum city, Texas",4896,3.65,743,28.7,77663,1.4
"Lake Dallas city, Texas",7716,3.07,1314,33.7,72722,4.6
"Oak Point city, Texas",3503,2.97,493,40.2,91250,6.3
"Ponder town, Texas",1670,3.52,184,32.6,81563,1.2
"Randolph town, Utah",648,5.25,0,30.9,55208,3.5
"Thatcher CDP, Utah",700,3.53,36,26.9,58854,0
"Dutch John town, Utah",131,8.93,12,N,-,0
"Interlaken town, Utah",158,2.17,0,N,66250,0
"Flaming Gorge CDP, Utah",85,3.65,0,N,95750,0
"Carbonville CDP, Utah",1530,3.05,45,27.3,50625,16.2
"Spring Glen CDP, Utah",1129,3.01,11,22.9,51172,4.1
"Kenilworth CDP, Utah",245,1.95,0,N,-,0
"West Wood CDP, Utah",655,3.33,25,10.6,79231,0
"Clear Creek CDP, Utah",14,-,14,N,-,-
"Emigration Canyon CDP, Utah",1931,3.14,78,23.1,179167,9
"Copperton CDP, Utah",579,2.83,19,31.1,62656,0
"Central CDP, Utah",641,2.4,43,32.3,45000,5
"Veyo CDP, Utah",468,4.26,17,21.9,78000,11.9
"Dammeron Valley CDP, Utah",805,2.95,0,17.9,50282,5.1
"Pine Valley CDP, Utah",224,3.88,0,N,48000,0
"Deseret CDP, Utah",274,3.61,0,37.5,-,31.6
"Oasis CDP, Utah",0,-,0,-,-,-
"Sutherland CDP, Utah",92,2.75,0,N,-,0
"Bonanza CDP, Utah",0,-,0,-,-,-
"Jensen CDP, Utah",113,4.52,0,N,-,0
"Eden CDP, Utah",725,3.78,21,25.5,74205,0
"Wolf Creek CDP, Utah",1138,2.68,46,30.4,93063,0
"Liberty CDP, Utah",1427,3.33,19,32.6,74122,4.7
"Thompson Springs CDP, Utah",170,8.1,0,N,-,0
"Newcastle CDP, Utah",285,2,11,20.3,55883,0
"Beryl Junction CDP, Utah",17,-,10,-,-,-
"Summit CDP, Utah",203,3.28,0,22.5,33958,0
"Bluebell CDP, Utah",238,3.11,0,19.5,70417,6.9
"Silver Summit CDP, Utah",4205,3.36,185,24.8,133281,0
"Snyderville CDP, Utah",6271,2.93,924,21.5,100294,4.8
"Peoa CDP, Utah",243,2.05,0,28.3,52386,0
"Echo CDP, Utah",103,3.43,0,25.1,51094,0
"Wanship CDP, Utah",484,2.96,0,28.9,90703,23.8
"Hoytsville CDP, Utah",586,2.85,90,27.3,51429,27.7
"Marion CDP, Utah",625,3.5,24,21.4,73618,0
"Fremont CDP, Utah",214,4.24,39,N,73250,0
"Teasdale CDP, Utah",173,3.76,3,N,34750,0
"Mountain Green CDP, Utah",3470,4.02,155,31.4,119453,4.4
"Enterprise CDP, Utah",870,3.91,47,26.5,54236,10
"Toquerville city, Utah",1943,3.9,34,23.4,73083,6
"East Carbon-Sunnyside city, Utah",1475,3.08,121,29.9,29000,20.9
"Oljato-Monument Valley CDP, Utah",979,6.01,779,22.9,24833,47.7
"Tselakai Dezza CDP, Utah",106,4.9,93,64.6,-,15
"Castle Dale city, Utah",1631,3.76,75,18.6,45250,11.5
"Elmo town, Utah",334,3.35,15,26.1,43125,13.9
"Elsinore town, Utah",717,2.68,60,16.3,51667,7.4
"Avon CDP, Utah",199,2.84,0,47.7,96458,4.5
"Lewiston city, Utah",2006,3.74,288,23.2,53060,13.2
"Smithfield city, Utah",10832,3.77,720,19.5,62596,2.2
"Elwood town, Utah",1091,3.82,39,26.4,81161,6.6
"Tremonton city, Utah",8242,3.67,843,21,51354,15
"Centerville city, Utah",17013,3.52,922,21.2,84436,3.4
"Aneth CDP, Utah",490,5.7,311,22.3,31500,35
"Kaysville city, Utah",30328,4,1822,22.7,91334,2.9
"West Bountiful city, Utah",5504,3.47,369,22.2,88125,2.4
"Roosevelt city, Utah",6771,3.53,828,17.1,62408,10.5
"Moab city, Utah",5232,3.29,479,14.1,48448,5.5
"Bluffdale city, Utah",10869,4.06,349,26.3,105391,2.9
"Holladay city, Utah",30793,3.26,3164,20.4,81409,2.7
"Hatch town, Utah",123,2.42,2,13.1,44750,4.4
"Sigurd town, Utah",528,3.54,9,17.5,57159,7.9
"Eureka city, Utah",471,2.86,4,37.5,45625,4.4
"Manti city, Utah",3420,3.49,56,20.3,49188,6.7
"Spring City city, Utah",995,2.97,48,27.3,53625,9.9
"New Harmony town, Utah",186,2.61,11,18.8,41389,9.7
"Summit Park CDP, Utah",7954,3.03,1024,25.7,119839,3.3
"Fort Duchesne CDP, Utah",685,5.28,516,12,45682,26.7
"Naples city, Utah",2387,4.31,133,24.3,71750,6.8
"Springdale town, Utah",447,2.47,29,14.7,46458,0
"Junction town, Utah",119,4.32,19,29.7,34167,12
"Cedar Fort town, Utah",329,3.3,9,37.2,68250,2.2
"Spring Lake CDP, Utah",373,3.6,0,27.6,40357,1.1
"Ogden city, Utah",85497,3.43,17581,20.3,43361,15.4
"Marysvale town, Utah",563,4.64,3,24.7,35795,16.2
"Sterling town, Utah",217,3.17,2,24.1,39583,1.7
"Coalville city, Utah",1808,3.67,305,26.8,64688,8.9
"Oakley city, Utah",1298,3.47,114,27.6,69740,0.9
"Rush Valley town, Utah",517,3.5,0,41.8,66875,4.6
"Vernal city, Utah",10650,3.91,913,14.4,47150,17.3
"Torrey town, Utah",339,2.97,47,9.3,42000,2.1
"Hurricane city, Utah",15676,3.41,1246,22.1,49961,7.6
"Washington city, Utah",24231,3.25,2070,20.3,56697,10.9
"Goshen town, Utah",1058,3.84,128,31.7,56705,9.8
"Lindon city, Utah",10761,4.1,933,17.6,81789,5.5
"Riverdale city, Utah",8685,3.13,804,19.1,55428,10.5
"Plain City city, Utah",6343,4.1,135,23.3,85290,1.7
"Highland city, Utah",17952,4.36,837,21,128938,2.4
"Pleasant Grove city, Utah",37439,3.93,3214,21.4,66881,7.3
"Timber Lakes CDP, Utah",545,2.66,0,43.8,46755,0
"Pleasant View city, Utah",9375,3.83,624,23.1,90802,4.8
"Roy city, Utah",38013,3.54,4110,22.9,66333,8.6
"Scofield town, Utah",15,2.14,0,N,63750,0
"Helper city, Utah",2031,2.9,71,24.7,50363,7.7
"Washington Terrace city, Utah",9122,3.3,318,22.8,53070,9.8
"West Haven city, Utah",12109,3.56,703,21.7,73613,4.9
"Kingston town, Utah",143,3.73,2,32.9,41250,0
"Riverton city, Utah",41997,3.97,3162,23.9,92154,2.3
"South Jordan city, Utah",65523,3.78,5685,24.8,99856,1.8
"South Salt Lake city, Utah",24722,3.5,7838,21.5,41457,18.6
"West Valley City city, Utah",135546,4.01,49594,22,59954,11.1
"Dugway CDP, Utah",411,2.91,31,10.9,69583,0
"Stansbury Park CDP, Utah",9446,3.72,363,28.3,88133,2
"Stockton town, Utah",699,3.03,29,29.5,67833,3.4
"Lyman town, Utah",395,3.43,10,12.8,53750,0.9
"Henefer town, Utah",767,3.08,8,27.9,72981,2.2
"Kamas city, Utah",2126,3.59,441,24.2,61000,10.4
"Park City city, Utah",8167,2.82,1555,23,104182,11.7
"Rockville town, Utah",313,2.88,8,21.1,44750,0
"Virgin town, Utah",542,2.89,30,24.2,53000,4.8
"Benjamin CDP, Utah",1213,3.49,56,22,64375,6
"Draper city, Utah",47043,3.63,5275,23.2,110270,4.3
"Palmyra CDP, Utah",430,2.55,0,15.6,56964,4.8
"Santaquin city, Utah",10740,4.22,1260,24.5,69712,6.4
"Wales town, Utah",386,3.58,24,20.3,65208,9.1
"Lake Shore CDP, Utah",642,3,8,37.7,55833,2.7
"South Ogden city, Utah",16918,3.26,1804,19.7,63055,4.7
"West Mountain CDP, Utah",1012,3.8,53,28.7,82333,5.1
"North Ogden city, Utah",18525,3.53,634,24.6,78926,3.4
"Manila town, Utah",186,3.83,0,20.8,-,0
"Mayfield town, Utah",364,2.79,23,16.2,55781,3.4
"Wellington city, Utah",1520,3.06,121,13.7,40664,16.7
"Circleville town, Utah",801,4.53,47,23.4,54688,9.1
"Murray city, Utah",49038,3.16,5608,20.2,57662,7.3
"Taylorsville city, Utah",60377,3.53,12275,21.4,59968,8.4
"Erda CDP, Utah",2208,3.24,146,26.8,88257,0
"Ballard town, Utah",915,4.05,77,19.6,66250,8.8
"Santa Clara city, Utah",6835,3.7,362,19.1,84457,3.5
"American Fork city, Utah",28507,3.92,2324,20.5,70926,6.9
"Genola town, Utah",1292,3.66,107,29.5,68438,8.7
"Lehi city, Utah",58351,4.17,5425,24.2,85794,5.2
"Orem city, Utah",94420,3.78,17338,17.9,58077,11.5
"Provo city, Utah",116199,3.46,21850,17.8,44312,16.3
"Ophir town, Utah",24,2,0,N,31875,0
"Bicknell town, Utah",230,2.68,20,23.6,50000,0
"Enterprise city, Utah",1663,4.09,53,20.5,57171,7.1
"Alpine city, Utah",10197,4.04,781,26.3,112727,3.8
"Elberta CDP, Utah",136,3.64,79,N,-,0
"Mapleton city, Utah",9255,4,594,23.4,100929,3.2
"Springville city, Utah",32319,3.96,4783,20.2,63724,5.6
"Vineyard town, Utah",2958,4.13,391,20.6,79543,3.5
"Farr West city, Utah",6671,3.69,231,21.7,90217,3.2
"Harrisville city, Utah",6182,3.6,468,23.5,70849,0.4
"Huntsville town, Utah",732,3.44,44,36,68295,1.1
"Marriott-Slaterville city, Utah",1978,3.34,74,17.9,66705,3.8
"Uintah town, Utah",1520,3.51,119,20.5,72614,2.6
"Francis town, Utah",1171,3.3,31,29.9,75982,7
"Woodland CDP, Utah",187,2.43,9,36.1,123889,0
"Charleston town, Utah",603,3.4,15,21.8,69875,4.1
"Wendover city, Utah",1243,3.42,821,7.8,26250,32.3
"Maeser CDP, Utah",4267,4.19,138,15.4,68140,1.2
"Randlett CDP, Utah",144,10.55,83,N,23929,45.5
"Whiterocks CDP, Utah",217,3.98,140,N,27813,37
"Hildale city, Utah",2916,9.03,0,16.3,40938,54.9
"Leeds town, Utah",707,2.56,42,24.2,44330,4
"St. George city, Utah",79995,3.29,8398,15,54022,11.1
"Cache CDP, Utah",0,-,0,-,-,-
"Paradise town, Utah",1147,3.83,15,26,65972,6.3
"Peter CDP, Utah",516,3.77,0,22.1,69295,0
"Howell town, Utah",250,2.97,0,37.4,42321,4.2
"Clearfield city, Utah",30683,3.7,3375,21,52034,11.5
"Paragonah town, Utah",511,3.45,14,25.7,55417,6.3
"Delta city, Utah",3478,3.41,492,14.2,65040,9.6
"Meadow town, Utah",280,2.79,19,15.3,54792,5.6
"Oak City town, Utah",716,3.68,30,26.4,73750,4.8
"Price city, Utah",8337,3.38,523,11.9,45388,15.7
"Boulder town, Utah",152,2.19,18,6.2,41000,0
"Garden City town, Utah",678,6.17,51,8.6,45547,26.3
"Laketown town, Utah",173,2.81,4,21.3,66250,0
"Redmond town, Utah",648,3.46,62,19.7,53583,10.1
"Salina city, Utah",2512,3.18,80,19.8,46736,15.2
"Cove CDP, Utah",387,3.47,0,24.4,41806,6.7
"Hyde Park city, Utah",4359,3.88,383,15.9,76301,3.6
"Richmond city, Utah",2580,3.87,128,22.3,52232,6.5
"Portage town, Utah",280,3.27,2,38.5,46563,16.5
"Parowan city, Utah",2913,3.4,165,13.6,40677,2.1
"Hinckley town, Utah",608,3.36,88,17.8,51964,11
"Holden town, Utah",404,3.17,0,20.6,42361,7.2
"Brigham City city, Utah",18736,3.31,1601,23.2,49760,10.5
"Mantua town, Utah",673,2.91,40,25.8,74107,6.9
"Farmington city, Utah",22616,3.87,1454,23.7,97168,2.2
"West Point city, Utah",10258,3.8,929,24.3,81750,3.4
"Enoch city, Utah",6331,4.31,283,24.3,53569,8.8
"Beaver city, Utah",3020,3.39,58,11.7,46708,8.8
"Ephraim city, Utah",6858,3.47,639,19.1,39626,15.2
"Fayette town, Utah",291,3.87,20,14.3,76563,7.1
"Glendale town, Utah",266,3.14,4,14.5,41625,13.2
"Kanab city, Utah",4448,3.65,179,9,55360,5
"Clarkston town, Utah",712,3.52,46,35.4,61932,1.1
"Cornish town, Utah",220,3.06,47,23.6,49500,5.8
"Fairview city, Utah",1477,3.56,45,31.5,59583,3.1
"Moroni city, Utah",1640,3.79,470,19.1,54000,9.1
"North Logan city, Utah",10140,3.69,768,14.8,70139,9.2
"Deweyville town, Utah",470,3.38,19,23.6,66719,5.6
"North Salt Lake city, Utah",19413,3.49,3079,21.1,77011,4.5
"Altamont town, Utah",186,3.14,0,18.9,73125,4
"Neola CDP, Utah",410,3.87,75,26.3,64464,17
"Brian Head town, Utah",82,4.44,11,N,-,50
"Kanarraville town, Utah",299,2.69,23,19.2,51500,8.1
"Cannonville town, Utah",272,4.5,53,24.6,72500,1.8
"Panguitch city, Utah",1911,3.42,79,12.9,48456,13.2
"Halls Crossing CDP, Utah",0,-,0,-,-,-
"La Sal CDP, Utah",272,2.95,11,N,-,0
"Mexican Hat CDP, Utah",0,-,0,-,-,-
"Orderville town, Utah",750,3.87,8,13.2,46705,10
"Amalga town, Utah",577,3.87,98,15.7,56875,9.1
"Newton town, Utah",706,3.37,25,22.9,60924,7.3
"Trenton town, Utah",413,3.28,32,26.4,50208,5.2
"Corinne city, Utah",760,2.96,72,20.8,51700,5.7
"Garland city, Utah",2468,3.66,193,20.4,56979,9.3
"Honeyville city, Utah",1372,3.85,71,27.4,78333,4.5
"Perry city, Utah",4717,3.63,148,25,85517,3.9
"South Willard CDP, Utah",1650,3.79,22,22.3,92778,9.3
"Willard city, Utah",1875,3.6,58,25.6,74432,4
"Bountiful city, Utah",43568,3.48,2954,21.2,69611,4.5
"South Weber city, Utah",6921,4.01,347,21.7,95000,2.2
"Sunset city, Utah",5207,3.74,785,23.4,56864,9.2
"Fillmore city, Utah",2484,3.49,487,12.4,54901,11.7
"Kanosh town, Utah",548,3.38,16,19.6,49271,13.9
"Escalante city, Utah",770,2.99,126,8.2,64250,8.6
"Woodruff town, Utah",224,4.27,0,26.6,87188,3.9
"Montezuma Creek CDP, Utah",389,5.48,207,28.1,15750,41.8
"Cleveland town, Utah",527,3.67,16,20.1,71705,10.9
"Emery town, Utah",357,2.93,18,25.7,41875,5
"Big Water town, Utah",653,4.45,32,19.3,38879,6.9
"Joseph town, Utah",338,3.04,21,36,47917,3.1
"Monroe city, Utah",2537,3.28,173,18.7,61146,7.1
"Millville city, Utah",1912,3.82,71,17.8,78906,0.8
"Nibley city, Utah",6438,4.23,595,17.3,80125,3.7
"River Heights city, Utah",2028,3.5,80,14.9,65795,3.4
"Snowville town, Utah",133,3.74,17,30.2,57083,11.4
"Fruit Heights city, Utah",5992,3.73,311,27.1,104984,6.5
"Layton city, Utah",73963,3.61,7434,22.7,71883,6.6
"Clinton city, Utah",21353,3.66,1228,24,76378,3.6
"West Jordan city, Utah",111937,3.77,18520,24,72083,5.3
"White City CDP, Utah",5270,3.49,529,22.9,59871,7.6
"Plymouth town, Utah",382,3.4,10,24.9,57500,13.2
"Woods Cross city, Utah",11152,3.48,1313,19.8,76843,3.1
"Myton city, Utah",566,2.98,116,20.4,41875,20.2
"Green River city, Utah",978,3.09,289,13,44583,19.2
"Leamington town, Utah",315,4.01,6,29.5,62083,9.7
"Lynndyl town, Utah",89,2.81,5,21.6,50000,7.7
"Scipio town, Utah",378,2.99,0,27.6,69375,2.7
"Alta town, Utah",351,2.54,13,11.9,63750,0
"Kearns CDP, Utah",37194,4.03,11169,25.8,59543,8.1
"Levan town, Utah",717,3.18,57,27.3,41563,9.9
"Rocky Ridge town, Utah",1235,6.56,5,18.2,54667,33.1
"Gunnison city, Utah",3323,3.49,630,9.9,60417,12.3
"Mount Pleasant city, Utah",3309,3.41,156,21.5,52844,11.1
"Minersville town, Utah",888,2.98,70,18.7,52434,7.3
"Samak CDP, Utah",300,2.95,9,25.3,49531,0
"Midvale city, Utah",32249,3.28,7149,22,54464,14.1
"Milford city, Utah",1594,3.97,265,18,45724,16.8
"Magna CDP, Utah",28257,3.84,6870,22.8,58137,9.5
"Sandy city, Utah",94556,3.48,10250,22.3,87012,4
"Grantsville city, Utah",10170,3.78,476,29.6,66726,7.9
"Tooele city, Utah",33236,3.6,2393,28.3,58770,6.2
"Loa town, Utah",587,3.83,102,15.9,38542,10.1
"La Verkin city, Utah",4225,3.89,532,23.1,50075,11
"Syracuse city, Utah",27444,3.88,1861,26.3,90778,3.5
"Duchesne city, Utah",1826,3.27,102,19,49318,10.2
"Granite CDP, Utah",802,3.13,24,28.1,85795,9
"Salt Lake City city, Utah",194188,3.24,45793,19.4,54009,10.8
"Payson city, Utah",19647,4.08,2052,25,61098,9
"Heber city, Utah",14414,3.88,1767,21.6,67265,11.2
"Centerfield town, Utah",1416,3.57,209,12.9,51950,7.7
"Vernon town, Utah",371,3.62,20,45,57500,8.1
"Midway city, Utah",4683,3.21,97,22.5,78576,3.3
"Wallsburg town, Utah",285,3.54,16,26.8,67500,0
"Salem city, Utah",7504,4.12,443,23.5,83833,5.7
"Fountain Green city, Utah",994,3.2,21,36.6,51875,14.3
"Millcreek CDP, Utah",60297,3.18,8338,19.9,61888,7.5
"Tabiona town, Utah",141,3.02,5,36.4,46250,4.9
"Spanish Fork city, Utah",38171,4.1,4484,21.3,70780,5.8
"Logan city, Utah",49957,3.36,7592,14.4,38412,18.1
"Spanish Valley CDP, Utah",594,4.39,0,13.9,-,0
"Nephi city, Utah",5631,3.31,326,21,56866,11.3
"Fielding town, Utah",465,3.56,31,24.6,51053,11.2
"Castle Valley town, Utah",435,2.66,14,25.4,43906,11.8
"Garden CDP, Utah",191,3.47,32,N,-,32.7
"Riverside CDP, Utah",619,3.6,12,18.6,82863,0
"Cedar City city, Utah",30232,3.45,2477,13.6,42216,19.1
"Halchita CDP, Utah",489,6.28,400,34.7,24375,37.5
"Tropic town, Utah",589,3.44,20,16,56458,9.4
"Morgan city, Utah",4058,3.42,270,24.4,76625,0.3
"Bluff CDP, Utah",136,2.26,15,N,-,0
"Navajo Mountain CDP, Utah",462,6.5,265,37,30000,45.5
"White Mesa CDP, Utah",132,3.33,67,18.1,10972,83.3
"Clawson town, Utah",215,3.07,0,16.7,54375,7.4
"Ferron city, Utah",1560,3.38,39,21.6,51131,7.4
"Huntington city, Utah",1849,3.33,100,19.1,52473,6.5
"Orangeville city, Utah",1540,3.28,30,16.5,55714,2
"Alton town, Utah",143,4.85,1,38.2,46250,3.8
"Annabella town, Utah",922,3.63,63,19,57125,2.1
"Aurora city, Utah",903,3.2,21,16.4,59792,6.2
"Glenwood town, Utah",618,3.84,54,19.5,71711,4.7
"Koosharem town, Utah",276,3.22,17,12.5,41875,11.7
"Richfield city, Utah",7589,3.42,395,12.7,42269,12.4
"Benson CDP, Utah",1274,3.48,75,22.5,53382,4.7
"Hyrum city, Utah",7926,3.93,912,22.7,59453,12.8
"Mendon city, Utah",1173,3.92,20,21.5,74167,1.4
"Providence city, Utah",7173,3.55,366,16.9,73056,4.2
"Wellsville city, Utah",3641,4.04,220,22.7,72388,5.8
"Antimony town, Utah",125,2.57,10,25.6,42083,0
"Henrieville town, Utah",205,3.49,25,28.9,59107,3.8
"Blanding city, Utah",3641,4.19,416,12.3,57119,13.8
"Monticello city, Utah",2599,3.82,320,14.1,56833,9.8
"Woodland Hills city, Utah",1465,3.99,63,27.8,97500,7.6
"Hooper city, Utah",8236,3.87,476,28.1,96620,2
"Bear River City city, Utah",839,3.32,19,26.1,62917,8.2
"Eagle Mountain city, Utah",27773,4.4,2461,34.4,74885,6.5
"Cedar Hills city, Utah",10266,4.4,386,24.8,97039,5.1
"Saratoga Springs city, Utah",25671,4.42,1864,30.3,88804,1.3
"Elk Ridge city, Utah",3231,4.28,119,24.9,82500,3.8
"Mona city, Utah",1450,3.95,9,27.9,74554,2.8
"Hanksville town, Utah",210,3.54,32,16.7,32917,20.5
"Herriman city, Utah",31970,4.22,2618,28,94837,2.6
"Ivins city, Utah",7908,2.94,325,21.4,57686,7.6
"Fairfield town, Utah",156,3.14,15,41.6,85208,2
"Central Valley town, Utah",669,3.31,10,15.4,56250,6.5
"Cottonwood Heights city, Utah",34214,3.19,3384,22.7,86207,2.8
"Apple Valley town, Utah",946,3.84,2,36,66786,8.9
"Daniel town, Utah",1087,3.62,37,24.6,77500,0
"Bryce Canyon City town, Utah",200,3.63,69,3.6,40500,10
"Hideout town, Utah",833,4.09,473,23.5,43839,19.5
"Independence town, Utah",183,4.03,0,22.2,123542,12.5
"Cambridge village, Vermont",206,2.84,4,34.4,55714,0
"Montpelier city, Vermont",7584,2.77,315,17.8,60793,8.3
